ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-05-01 04:00:00+00:00,33,1,42003054,41013.0,41015.0,41012.0,41014.0,31,MYMM5
2025-05-01 04:01:00+00:00,33,1,42003054,41014.0,41014.0,41014.0,41014.0,5,MYMM5
2025-05-01 04:02:00+00:00,33,1,42003054,41015.0,41018.0,41015.0,41016.0,12,MYMM5
2025-05-01 04:03:00+00:00,33,1,42003054,41016.0,41023.0,41016.0,41020.0,31,MYMM5
2025-05-01 04:04:00+00:00,33,1,42003054,41021.0,41023.0,41017.0,41020.0,21,MYMM5
2025-05-01 04:05:00+00:00,33,1,42003054,41019.0,41019.0,41018.0,41019.0,8,MYMM5
2025-05-01 04:06:00+00:00,33,1,42003054,41019.0,41024.0,41019.0,41020.0,33,MYMM5
2025-05-01 04:07:00+00:00,33,1,42003054,41017.0,41017.0,41015.0,41015.0,11,MYMM5
2025-05-01 04:08:00+00:00,33,1,42003054,41016.0,41016.0,41011.0,41013.0,11,MYMM5
2025-05-01 04:09:00+00:00,33,1,42003054,41013.0,41013.0,41009.0,41010.0,10,MYMM5
2025-05-01 04:10:00+00:00,33,1,42003054,41010.0,41013.0,41007.0,41013.0,34,MYMM5
2025-05-01 04:11:00+00:00,33,1,42003054,41014.0,41018.0,41013.0,41016.0,22,MYMM5
2025-05-01 04:12:00+00:00,33,1,42003054,41014.0,41014.0,41014.0,41014.0,2,MYMM5
2025-05-01 04:13:00+00:00,33,1,42003054,41015.0,41015.0,41014.0,41014.0,2,MYMM5
2025-05-01 04:14:00+00:00,33,1,42003054,41012.0,41013.0,41012.0,41013.0,11,MYMM5
2025-05-01 04:15:00+00:00,33,1,42003054,41013.0,41015.0,41013.0,41014.0,13,MYMM5
2025-05-01 04:16:00+00:00,33,1,42003054,41012.0,41012.0,41010.0,41011.0,3,MYMM5
2025-05-01 04:17:00+00:00,33,1,42003054,41009.0,41010.0,41007.0,41009.0,11,MYMM5
2025-05-01 04:18:00+00:00,33,1,42003054,41007.0,41008.0,41007.0,41008.0,2,MYMM5
2025-05-01 04:19:00+00:00,33,1,42003054,41009.0,41012.0,41009.0,41010.0,17,MYMM5
2025-05-01 04:20:00+00:00,33,1,42003054,41012.0,41016.0,41011.0,41011.0,32,MYMM5
2025-05-01 04:21:00+00:00,33,1,42003054,41015.0,41015.0,41009.0,41009.0,7,MYMM5
2025-05-01 04:22:00+00:00,33,1,42003054,41012.0,41012.0,41006.0,41009.0,17,MYMM5
2025-05-01 04:23:00+00:00,33,1,42003054,41006.0,41006.0,41002.0,41005.0,10,MYMM5
2025-05-01 04:24:00+00:00,33,1,42003054,41002.0,41002.0,40995.0,40998.0,39,MYMM5
2025-05-01 04:25:00+00:00,33,1,42003054,40998.0,41001.0,40996.0,40999.0,22,MYMM5
2025-05-01 04:26:00+00:00,33,1,42003054,40997.0,40997.0,40994.0,40995.0,8,MYMM5
2025-05-01 04:27:00+00:00,33,1,42003054,40991.0,40996.0,40990.0,40991.0,18,MYMM5
2025-05-01 04:28:00+00:00,33,1,42003054,40991.0,40992.0,40991.0,40992.0,9,MYMM5
2025-05-01 04:29:00+00:00,33,1,42003054,40990.0,40992.0,40990.0,40992.0,4,MYMM5
2025-05-01 04:30:00+00:00,33,1,42003054,40991.0,40991.0,40991.0,40991.0,8,MYMM5
2025-05-01 04:31:00+00:00,33,1,42003054,40991.0,40996.0,40991.0,40994.0,6,MYMM5
2025-05-01 04:32:00+00:00,33,1,42003054,40992.0,40992.0,40990.0,40992.0,6,MYMM5
2025-05-01 04:33:00+00:00,33,1,42003054,40988.0,40992.0,40987.0,40991.0,14,MYMM5
2025-05-01 04:34:00+00:00,33,1,42003054,40989.0,40991.0,40989.0,40991.0,5,MYMM5
2025-05-01 04:35:00+00:00,33,1,42003054,40989.0,40990.0,40989.0,40990.0,2,MYMM5
2025-05-01 04:36:00+00:00,33,1,42003054,40990.0,40992.0,40990.0,40992.0,6,MYMM5
2025-05-01 04:37:00+00:00,33,1,42003054,40993.0,40995.0,40992.0,40992.0,8,MYMM5
2025-05-01 04:38:00+00:00,33,1,42003054,40994.0,40994.0,40991.0,40991.0,3,MYMM5
2025-05-01 04:39:00+00:00,33,1,42003054,40994.0,40994.0,40994.0,40994.0,2,MYMM5
2025-05-01 04:40:00+00:00,33,1,42003054,40995.0,40997.0,40995.0,40997.0,3,MYMM5
2025-05-01 04:41:00+00:00,33,1,42003054,40996.0,40998.0,40996.0,40998.0,4,MYMM5
2025-05-01 04:42:00+00:00,33,1,42003054,40998.0,41000.0,40996.0,40997.0,14,MYMM5
2025-05-01 04:43:00+00:00,33,1,42003054,40998.0,41000.0,40993.0,40993.0,16,MYMM5
2025-05-01 04:44:00+00:00,33,1,42003054,40991.0,40995.0,40990.0,40993.0,14,MYMM5
2025-05-01 04:45:00+00:00,33,1,42003054,40995.0,40995.0,40991.0,40991.0,11,MYMM5
2025-05-01 04:46:00+00:00,33,1,42003054,40991.0,40996.0,40991.0,40996.0,15,MYMM5
2025-05-01 04:47:00+00:00,33,1,42003054,40995.0,40995.0,40989.0,40989.0,8,MYMM5
2025-05-01 04:48:00+00:00,33,1,42003054,40989.0,40992.0,40988.0,40992.0,17,MYMM5
2025-05-01 04:49:00+00:00,33,1,42003054,40994.0,40997.0,40992.0,40997.0,15,MYMM5
2025-05-01 04:50:00+00:00,33,1,42003054,40997.0,41000.0,40992.0,41000.0,15,MYMM5
2025-05-01 04:51:00+00:00,33,1,42003054,41000.0,41000.0,41000.0,41000.0,1,MYMM5
2025-05-01 04:52:00+00:00,33,1,42003054,41002.0,41003.0,41002.0,41003.0,7,MYMM5
2025-05-01 04:53:00+00:00,33,1,42003054,41002.0,41002.0,41000.0,41000.0,5,MYMM5
2025-05-01 04:55:00+00:00,33,1,42003054,41004.0,41004.0,41004.0,41004.0,2,MYMM5
2025-05-01 04:56:00+00:00,33,1,42003054,41005.0,41008.0,41005.0,41008.0,6,MYMM5
2025-05-01 04:57:00+00:00,33,1,42003054,41008.0,41012.0,41007.0,41009.0,45,MYMM5
2025-05-01 04:58:00+00:00,33,1,42003054,41010.0,41012.0,41009.0,41012.0,12,MYMM5
2025-05-01 04:59:00+00:00,33,1,42003054,41010.0,41010.0,41010.0,41010.0,1,MYMM5
2025-05-01 05:00:00+00:00,33,1,42003054,41011.0,41011.0,41008.0,41008.0,3,MYMM5
2025-05-01 05:01:00+00:00,33,1,42003054,41010.0,41011.0,41009.0,41011.0,6,MYMM5
2025-05-01 05:02:00+00:00,33,1,42003054,41010.0,41016.0,41010.0,41015.0,8,MYMM5
2025-05-01 05:03:00+00:00,33,1,42003054,41016.0,41017.0,41012.0,41012.0,22,MYMM5
2025-05-01 05:04:00+00:00,33,1,42003054,41010.0,41017.0,41009.0,41016.0,18,MYMM5
2025-05-01 05:05:00+00:00,33,1,42003054,41017.0,41018.0,41017.0,41017.0,6,MYMM5
2025-05-01 05:06:00+00:00,33,1,42003054,41016.0,41017.0,41015.0,41015.0,5,MYMM5
2025-05-01 05:07:00+00:00,33,1,42003054,41015.0,41021.0,41015.0,41021.0,9,MYMM5
2025-05-01 05:08:00+00:00,33,1,42003054,41020.0,41022.0,41018.0,41018.0,6,MYMM5
2025-05-01 05:09:00+00:00,33,1,42003054,41018.0,41021.0,41018.0,41021.0,11,MYMM5
2025-05-01 05:10:00+00:00,33,1,42003054,41021.0,41023.0,41021.0,41023.0,10,MYMM5
2025-05-01 05:11:00+00:00,33,1,42003054,41025.0,41035.0,41025.0,41035.0,84,MYMM5
2025-05-01 05:12:00+00:00,33,1,42003054,41034.0,41039.0,41031.0,41039.0,30,MYMM5
2025-05-01 05:13:00+00:00,33,1,42003054,41036.0,41039.0,41035.0,41037.0,25,MYMM5
2025-05-01 05:14:00+00:00,33,1,42003054,41038.0,41041.0,41037.0,41039.0,15,MYMM5
2025-05-01 05:15:00+00:00,33,1,42003054,41040.0,41044.0,41038.0,41043.0,25,MYMM5
2025-05-01 05:16:00+00:00,33,1,42003054,41044.0,41045.0,41034.0,41034.0,56,MYMM5
2025-05-01 05:17:00+00:00,33,1,42003054,41035.0,41038.0,41033.0,41033.0,18,MYMM5
2025-05-01 05:18:00+00:00,33,1,42003054,41032.0,41033.0,41023.0,41025.0,15,MYMM5
2025-05-01 05:19:00+00:00,33,1,42003054,41024.0,41025.0,41017.0,41019.0,21,MYMM5
2025-05-01 05:20:00+00:00,33,1,42003054,41019.0,41019.0,41007.0,41010.0,22,MYMM5
2025-05-01 05:21:00+00:00,33,1,42003054,41013.0,41013.0,41001.0,41001.0,17,MYMM5
2025-05-01 05:22:00+00:00,33,1,42003054,41001.0,41003.0,40998.0,41000.0,23,MYMM5
2025-05-01 05:23:00+00:00,33,1,42003054,40998.0,40998.0,40995.0,40997.0,8,MYMM5
2025-05-01 05:24:00+00:00,33,1,42003054,40995.0,41003.0,40995.0,41000.0,16,MYMM5
2025-05-01 05:25:00+00:00,33,1,42003054,41000.0,41021.0,40994.0,41021.0,48,MYMM5
2025-05-01 05:26:00+00:00,33,1,42003054,41022.0,41030.0,41020.0,41024.0,46,MYMM5
2025-05-01 05:27:00+00:00,33,1,42003054,41022.0,41022.0,41020.0,41020.0,4,MYMM5
2025-05-01 05:28:00+00:00,33,1,42003054,41023.0,41027.0,41022.0,41023.0,14,MYMM5
2025-05-01 05:29:00+00:00,33,1,42003054,41023.0,41027.0,41023.0,41024.0,14,MYMM5
2025-05-01 05:30:00+00:00,33,1,42003054,41025.0,41025.0,41019.0,41019.0,13,MYMM5
2025-05-01 05:31:00+00:00,33,1,42003054,41023.0,41027.0,41023.0,41026.0,14,MYMM5
2025-05-01 05:32:00+00:00,33,1,42003054,41028.0,41031.0,41028.0,41031.0,14,MYMM5
2025-05-01 05:33:00+00:00,33,1,42003054,41030.0,41034.0,41027.0,41029.0,32,MYMM5
2025-05-01 05:34:00+00:00,33,1,42003054,41031.0,41041.0,41031.0,41036.0,66,MYMM5
2025-05-01 05:35:00+00:00,33,1,42003054,41035.0,41058.0,41035.0,41055.0,174,MYMM5
2025-05-01 05:36:00+00:00,33,1,42003054,41052.0,41052.0,41045.0,41048.0,36,MYMM5
2025-05-01 05:37:00+00:00,33,1,42003054,41048.0,41049.0,41044.0,41048.0,26,MYMM5
2025-05-01 05:38:00+00:00,33,1,42003054,41048.0,41048.0,41033.0,41036.0,23,MYMM5
2025-05-01 05:39:00+00:00,33,1,42003054,41036.0,41038.0,41036.0,41038.0,8,MYMM5
2025-05-01 05:40:00+00:00,33,1,42003054,41036.0,41036.0,41035.0,41035.0,3,MYMM5
2025-05-01 05:41:00+00:00,33,1,42003054,41035.0,41035.0,41018.0,41021.0,29,MYMM5
2025-05-01 05:42:00+00:00,33,1,42003054,41025.0,41028.0,41025.0,41027.0,4,MYMM5
2025-05-01 05:43:00+00:00,33,1,42003054,41017.0,41017.0,41012.0,41012.0,9,MYMM5
2025-05-01 05:44:00+00:00,33,1,42003054,41014.0,41016.0,41013.0,41014.0,11,MYMM5
2025-05-01 05:45:00+00:00,33,1,42003054,41013.0,41015.0,41008.0,41015.0,20,MYMM5
2025-05-01 05:46:00+00:00,33,1,42003054,41019.0,41024.0,41019.0,41021.0,6,MYMM5
2025-05-01 05:47:00+00:00,33,1,42003054,41020.0,41020.0,41009.0,41009.0,13,MYMM5
2025-05-01 05:48:00+00:00,33,1,42003054,41011.0,41011.0,41001.0,41002.0,26,MYMM5
2025-05-01 05:49:00+00:00,33,1,42003054,41002.0,41002.0,40996.0,40996.0,27,MYMM5
2025-05-01 05:50:00+00:00,33,1,42003054,40997.0,40997.0,40991.0,40992.0,15,MYMM5
2025-05-01 05:51:00+00:00,33,1,42003054,40996.0,40999.0,40995.0,40999.0,7,MYMM5
2025-05-01 05:52:00+00:00,33,1,42003054,40996.0,40997.0,40996.0,40997.0,3,MYMM5
2025-05-01 05:53:00+00:00,33,1,42003054,40995.0,40997.0,40995.0,40997.0,9,MYMM5
2025-05-01 05:54:00+00:00,33,1,42003054,40995.0,40995.0,40993.0,40993.0,7,MYMM5
2025-05-01 05:55:00+00:00,33,1,42003054,40990.0,40993.0,40984.0,40990.0,24,MYMM5
2025-05-01 05:56:00+00:00,33,1,42003054,40989.0,40998.0,40985.0,40996.0,29,MYMM5
2025-05-01 05:57:00+00:00,33,1,42003054,40997.0,40997.0,40992.0,40992.0,3,MYMM5
2025-05-01 05:58:00+00:00,33,1,42003054,40996.0,40996.0,40995.0,40995.0,8,MYMM5
2025-05-01 05:59:00+00:00,33,1,42003054,40993.0,40993.0,40987.0,40988.0,14,MYMM5
2025-05-01 06:00:00+00:00,33,1,42003054,40990.0,40998.0,40984.0,40995.0,39,MYMM5
2025-05-01 06:01:00+00:00,33,1,42003054,40996.0,41000.0,40996.0,40996.0,9,MYMM5
2025-05-01 06:02:00+00:00,33,1,42003054,40999.0,41010.0,40998.0,40998.0,24,MYMM5
2025-05-01 06:03:00+00:00,33,1,42003054,40995.0,40998.0,40994.0,40994.0,5,MYMM5
2025-05-01 06:04:00+00:00,33,1,42003054,40990.0,40993.0,40990.0,40990.0,22,MYMM5
2025-05-01 06:05:00+00:00,33,1,42003054,40985.0,40987.0,40977.0,40986.0,37,MYMM5
2025-05-01 06:06:00+00:00,33,1,42003054,40983.0,40989.0,40979.0,40986.0,23,MYMM5
2025-05-01 06:07:00+00:00,33,1,42003054,40986.0,40986.0,40980.0,40980.0,17,MYMM5
2025-05-01 06:08:00+00:00,33,1,42003054,40980.0,40982.0,40965.0,40969.0,115,MYMM5
2025-05-01 06:09:00+00:00,33,1,42003054,40967.0,40972.0,40966.0,40969.0,41,MYMM5
2025-05-01 06:10:00+00:00,33,1,42003054,40970.0,40977.0,40967.0,40975.0,13,MYMM5
2025-05-01 06:11:00+00:00,33,1,42003054,40978.0,40979.0,40974.0,40975.0,20,MYMM5
2025-05-01 06:12:00+00:00,33,1,42003054,40975.0,40978.0,40974.0,40974.0,17,MYMM5
2025-05-01 06:13:00+00:00,33,1,42003054,40973.0,40975.0,40971.0,40972.0,13,MYMM5
2025-05-01 06:14:00+00:00,33,1,42003054,40968.0,40973.0,40968.0,40973.0,13,MYMM5
2025-05-01 06:15:00+00:00,33,1,42003054,40976.0,40982.0,40976.0,40982.0,10,MYMM5
2025-05-01 06:16:00+00:00,33,1,42003054,40984.0,40984.0,40979.0,40980.0,5,MYMM5
2025-05-01 06:17:00+00:00,33,1,42003054,40980.0,40982.0,40980.0,40980.0,6,MYMM5
2025-05-01 06:18:00+00:00,33,1,42003054,40972.0,40974.0,40972.0,40974.0,5,MYMM5
2025-05-01 06:19:00+00:00,33,1,42003054,40979.0,40988.0,40979.0,40988.0,8,MYMM5
2025-05-01 06:20:00+00:00,33,1,42003054,40990.0,40993.0,40988.0,40989.0,11,MYMM5
2025-05-01 06:21:00+00:00,33,1,42003054,40990.0,40993.0,40989.0,40993.0,6,MYMM5
2025-05-01 06:22:00+00:00,33,1,42003054,40990.0,40990.0,40985.0,40985.0,11,MYMM5
2025-05-01 06:23:00+00:00,33,1,42003054,40990.0,40990.0,40987.0,40987.0,5,MYMM5
2025-05-01 06:24:00+00:00,33,1,42003054,40988.0,40992.0,40986.0,40987.0,9,MYMM5
2025-05-01 06:25:00+00:00,33,1,42003054,40993.0,40998.0,40993.0,40994.0,15,MYMM5
2025-05-01 06:26:00+00:00,33,1,42003054,40995.0,41004.0,40995.0,41000.0,25,MYMM5
2025-05-01 06:27:00+00:00,33,1,42003054,40998.0,41004.0,40998.0,41001.0,9,MYMM5
2025-05-01 06:28:00+00:00,33,1,42003054,41004.0,41004.0,41001.0,41001.0,5,MYMM5
2025-05-01 06:29:00+00:00,33,1,42003054,41003.0,41005.0,41002.0,41005.0,8,MYMM5
2025-05-01 06:30:00+00:00,33,1,42003054,41006.0,41006.0,41004.0,41004.0,10,MYMM5
2025-05-01 06:31:00+00:00,33,1,42003054,41005.0,41008.0,41005.0,41008.0,3,MYMM5
2025-05-01 06:32:00+00:00,33,1,42003054,41009.0,41012.0,41004.0,41005.0,27,MYMM5
2025-05-01 06:33:00+00:00,33,1,42003054,41007.0,41015.0,41007.0,41015.0,12,MYMM5
2025-05-01 06:34:00+00:00,33,1,42003054,41015.0,41018.0,41013.0,41018.0,15,MYMM5
2025-05-01 06:35:00+00:00,33,1,42003054,41016.0,41017.0,41007.0,41008.0,24,MYMM5
2025-05-01 06:36:00+00:00,33,1,42003054,41004.0,41008.0,41004.0,41006.0,5,MYMM5
2025-05-01 06:37:00+00:00,33,1,42003054,41004.0,41012.0,41004.0,41011.0,8,MYMM5
