ts_event,open,high,low,close,volume
2025-04-30 09:25:00-04:00,40350.0,40374.0,40312.0,40370.0,1326
2025-04-30 09:30:00-04:00,40369.0,40371.0,40169.0,40235.0,6058
2025-04-30 09:35:00-04:00,40237.0,40269.0,40088.0,40094.0,3657
2025-04-30 09:40:00-04:00,40094.0,40115.0,39972.0,40019.0,3106
2025-04-30 09:45:00-04:00,40015.0,40076.0,39986.0,40049.0,2367
2025-04-30 09:50:00-04:00,40050.0,40052.0,39935.0,39949.0,2542
2025-04-30 09:55:00-04:00,39946.0,39961.0,39867.0,39891.0,2783
2025-04-30 10:00:00-04:00,39887.0,40010.0,39878.0,39969.0,3773
2025-04-30 10:05:00-04:00,39968.0,40031.0,39933.0,40010.0,2313
2025-04-30 10:10:00-04:00,40009.0,40077.0,39984.0,40069.0,2389
2025-04-30 10:15:00-04:00,40070.0,40099.0,40030.0,40092.0,2373
2025-04-30 10:20:00-04:00,40085.0,40164.0,40076.0,40157.0,2186
2025-04-30 10:25:00-04:00,40156.0,40193.0,40132.0,40185.0,1940
2025-04-30 10:30:00-04:00,40183.0,40222.0,40173.0,40212.0,801
2025-05-01 09:25:00-04:00,40997.0,41005.0,40961.0,40978.0,1053
2025-05-01 09:30:00-04:00,40980.0,41026.0,40880.0,40912.0,5497
2025-05-01 09:35:00-04:00,40914.0,41050.0,40901.0,40994.0,3670
2025-05-01 09:40:00-04:00,40993.0,41024.0,40962.0,40984.0,2054
2025-05-01 09:45:00-04:00,40985.0,41022.0,40965.0,41006.0,1839
2025-05-01 09:50:00-04:00,41007.0,41073.0,40989.0,41056.0,2820
2025-05-01 09:55:00-04:00,41056.0,41058.0,40888.0,40914.0,2317
2025-05-01 10:00:00-04:00,40947.0,41052.0,40922.0,41026.0,3199
2025-05-01 10:05:00-04:00,41025.0,41077.0,40999.0,41007.0,2479
2025-05-01 10:10:00-04:00,41002.0,41045.0,40966.0,41030.0,1887
2025-05-01 10:15:00-04:00,41032.0,41075.0,41026.0,41031.0,1875
2025-05-01 10:20:00-04:00,41033.0,41122.0,41029.0,41118.0,1898
2025-05-01 10:25:00-04:00,41118.0,41134.0,41092.0,41111.0,1147
2025-05-01 10:30:00-04:00,41111.0,41121.0,41080.0,41086.0,340
2025-05-02 09:25:00-04:00,41322.0,41324.0,41277.0,41282.0,832
2025-05-02 09:30:00-04:00,41285.0,41371.0,41263.0,41365.0,3328
2025-05-02 09:35:00-04:00,41363.0,41378.0,41284.0,41340.0,2859
2025-05-02 09:40:00-04:00,41340.0,41357.0,41266.0,41303.0,2352
2025-05-02 09:45:00-04:00,41305.0,41331.0,41233.0,41239.0,2709
2025-05-02 09:50:00-04:00,41237.0,41256.0,41141.0,41203.0,3626
2025-05-02 09:55:00-04:00,41205.0,41233.0,41160.0,41202.0,2096
2025-05-02 10:00:00-04:00,41200.0,41261.0,41171.0,41196.0,2878
2025-05-02 10:05:00-04:00,41197.0,41262.0,41197.0,41254.0,1271
2025-05-02 10:10:00-04:00,41254.0,41292.0,41235.0,41289.0,1988
2025-05-02 10:15:00-04:00,41288.0,41338.0,41288.0,41296.0,2034
2025-05-02 10:20:00-04:00,41295.0,41314.0,41255.0,41311.0,1761
