ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-04-30 09:25:00-04:00,33,1,42003054,40350.0,40361.0,40338.0,40355.0,299,MYMM5
2025-04-30 09:26:00-04:00,33,1,42003054,40356.0,40362.0,40351.0,40352.0,164,MYMM5
2025-04-30 09:27:00-04:00,33,1,42003054,40353.0,40354.0,40312.0,40333.0,326,MYMM5
2025-04-30 09:28:00-04:00,33,1,42003054,40335.0,40359.0,40331.0,40357.0,202,MYMM5
2025-04-30 09:29:00-04:00,33,1,42003054,40357.0,40374.0,40350.0,40370.0,335,MYMM5
2025-04-30 09:30:00-04:00,33,1,42003054,40369.0,40371.0,40253.0,40259.0,1793,MYMM5
2025-04-30 09:31:00-04:00,33,1,42003054,40255.0,40275.0,40196.0,40223.0,1627,MYMM5
2025-04-30 09:32:00-04:00,33,1,42003054,40223.0,40225.0,40169.0,40211.0,1048,MYMM5
2025-04-30 09:33:00-04:00,33,1,42003054,40214.0,40243.0,40190.0,40190.0,835,MYMM5
2025-04-30 09:34:00-04:00,33,1,42003054,40189.0,40250.0,40179.0,40235.0,755,MYMM5
2025-04-30 09:35:00-04:00,33,1,42003054,40237.0,40269.0,40209.0,40239.0,638,MYMM5
2025-04-30 09:36:00-04:00,33,1,42003054,40241.0,40241.0,40159.0,40169.0,898,MYMM5
2025-04-30 09:37:00-04:00,33,1,42003054,40170.0,40179.0,40128.0,40153.0,1025,MYMM5
2025-04-30 09:38:00-04:00,33,1,42003054,40151.0,40166.0,40108.0,40126.0,634,MYMM5
2025-04-30 09:39:00-04:00,33,1,42003054,40123.0,40132.0,40088.0,40094.0,462,MYMM5
2025-04-30 09:40:00-04:00,33,1,42003054,40094.0,40115.0,40056.0,40095.0,544,MYMM5
2025-04-30 09:41:00-04:00,33,1,42003054,40094.0,40100.0,40022.0,40032.0,665,MYMM5
2025-04-30 09:42:00-04:00,33,1,42003054,40040.0,40040.0,40005.0,40009.0,603,MYMM5
2025-04-30 09:43:00-04:00,33,1,42003054,40007.0,40030.0,39972.0,40003.0,845,MYMM5
2025-04-30 09:44:00-04:00,33,1,42003054,40000.0,40025.0,39993.0,40019.0,449,MYMM5
2025-04-30 09:45:00-04:00,33,1,42003054,40015.0,40020.0,39990.0,40019.0,393,MYMM5
2025-04-30 09:46:00-04:00,33,1,42003054,40017.0,40030.0,39986.0,40009.0,493,MYMM5
2025-04-30 09:47:00-04:00,33,1,42003054,40006.0,40036.0,40000.0,40030.0,431,MYMM5
2025-04-30 09:48:00-04:00,33,1,42003054,40033.0,40076.0,40027.0,40055.0,722,MYMM5
2025-04-30 09:49:00-04:00,33,1,42003054,40055.0,40073.0,40049.0,40049.0,328,MYMM5
2025-04-30 09:50:00-04:00,33,1,42003054,40050.0,40052.0,40013.0,40027.0,427,MYMM5
2025-04-30 09:51:00-04:00,33,1,42003054,40027.0,40027.0,39984.0,39990.0,484,MYMM5
2025-04-30 09:52:00-04:00,33,1,42003054,39987.0,40007.0,39956.0,39981.0,730,MYMM5
2025-04-30 09:53:00-04:00,33,1,42003054,39982.0,39982.0,39947.0,39954.0,446,MYMM5
2025-04-30 09:54:00-04:00,33,1,42003054,39955.0,39960.0,39935.0,39949.0,455,MYMM5
2025-04-30 09:55:00-04:00,33,1,42003054,39946.0,39961.0,39933.0,39937.0,541,MYMM5
2025-04-30 09:56:00-04:00,33,1,42003054,39938.0,39939.0,39894.0,39897.0,880,MYMM5
2025-04-30 09:57:00-04:00,33,1,42003054,39895.0,39897.0,39867.0,39886.0,609,MYMM5
2025-04-30 09:58:00-04:00,33,1,42003054,39885.0,39889.0,39868.0,39882.0,271,MYMM5
