ts_event,open,high,low,close,volume
2025-04-30 09:24:00-04:00,40350.0,40362.0,40338.0,40352.0,463
2025-04-30 09:27:00-04:00,40353.0,40374.0,40312.0,40370.0,863
2025-04-30 09:30:00-04:00,40369.0,40371.0,40169.0,40211.0,4468
2025-04-30 09:33:00-04:00,40214.0,40269.0,40179.0,40239.0,2228
2025-04-30 09:36:00-04:00,40241.0,40241.0,40108.0,40126.0,2557
2025-04-30 09:39:00-04:00,40123.0,40132.0,40022.0,40032.0,1671
2025-04-30 09:42:00-04:00,40040.0,40040.0,39972.0,40019.0,1897
2025-04-30 09:45:00-04:00,40015.0,40036.0,39986.0,40030.0,1317
2025-04-30 09:48:00-04:00,40033.0,40076.0,40013.0,40027.0,1477
2025-04-30 09:51:00-04:00,40027.0,40027.0,39947.0,39954.0,1660
2025-04-30 09:54:00-04:00,39955.0,39961.0,39894.0,39897.0,1876
2025-04-30 09:57:00-04:00,39895.0,39917.0,39867.0,39891.0,1362
2025-04-30 10:00:00-04:00,39887.0,40010.0,39878.0,39962.0,2925
2025-04-30 10:03:00-04:00,39961.0,39989.0,39938.0,39975.0,1306
2025-04-30 10:06:00-04:00,39972.0,40000.0,39933.0,39987.0,1045
2025-04-30 10:09:00-04:00,39987.0,40032.0,39984.0,40026.0,1672
2025-04-30 10:12:00-04:00,40026.0,40077.0,40026.0,40069.0,1527
2025-04-30 10:15:00-04:00,40070.0,40081.0,40030.0,40040.0,1384
2025-04-30 10:18:00-04:00,40039.0,40104.0,40037.0,40089.0,1520
2025-04-30 10:21:00-04:00,40088.0,40142.0,40076.0,40130.0,1109
2025-04-30 10:24:00-04:00,40131.0,40172.0,40129.0,40167.0,1348
2025-04-30 10:27:00-04:00,40165.0,40193.0,40149.0,40185.0,1138
2025-04-30 10:30:00-04:00,40183.0,40222.0,40173.0,40212.0,801
2025-05-01 09:24:00-04:00,40997.0,41005.0,40987.0,40997.0,312
2025-05-01 09:27:00-04:00,40996.0,41002.0,40961.0,40978.0,741
2025-05-01 09:30:00-04:00,40980.0,41026.0,40883.0,40919.0,3907
2025-05-01 09:33:00-04:00,40924.0,40952.0,40880.0,40945.0,2290
2025-05-01 09:36:00-04:00,40941.0,41050.0,40931.0,41013.0,2470
2025-05-01 09:39:00-04:00,41011.0,41024.0,40964.0,40988.0,1453
2025-05-01 09:42:00-04:00,40990.0,40999.0,40962.0,40984.0,1101
2025-05-01 09:45:00-04:00,40985.0,41009.0,40965.0,40988.0,1049
2025-05-01 09:48:00-04:00,40988.0,41034.0,40988.0,41033.0,1298
2025-05-01 09:51:00-04:00,41034.0,41073.0,41010.0,41043.0,1995
2025-05-01 09:54:00-04:00,41046.0,41073.0,40998.0,41005.0,1303
2025-05-01 09:57:00-04:00,41005.0,41011.0,40888.0,40914.0,1331
2025-05-01 10:00:00-04:00,40947.0,41052.0,40922.0,40994.0,2065
2025-05-01 10:03:00-04:00,40995.0,41064.0,40994.0,41054.0,1659
2025-05-01 10:06:00-04:00,41053.0,41077.0,41000.0,41037.0,1486
2025-05-01 10:09:00-04:00,41034.0,41034.0,40979.0,40994.0,1313
2025-05-01 10:12:00-04:00,40995.0,41045.0,40966.0,41030.0,1042
2025-05-01 10:15:00-04:00,41032.0,41075.0,41032.0,41074.0,1240
2025-05-01 10:18:00-04:00,41074.0,41075.0,41026.0,41050.0,830
2025-05-01 10:21:00-04:00,41050.0,41107.0,41043.0,41101.0,1239
2025-05-01 10:24:00-04:00,41102.0,41124.0,41092.0,41097.0,932
2025-05-01 10:27:00-04:00,41099.0,41134.0,41095.0,41111.0,679
2025-05-01 10:30:00-04:00,41111.0,41121.0,41080.0,41086.0,340
2025-05-02 09:24:00-04:00,41322.0,41324.0,41293.0,41294.0,257
2025-05-02 09:27:00-04:00,41296.0,41302.0,41277.0,41282.0,575
2025-05-02 09:30:00-04:00,41285.0,41369.0,41263.0,41333.0,2333
2025-05-02 09:33:00-04:00,41336.0,41371.0,41320.0,41363.0,1393
2025-05-02 09:36:00-04:00,41364.0,41378.0,41284.0,41308.0,1911
2025-05-02 09:39:00-04:00,41310.0,41357.0,41299.0,41318.0,1402
2025-05-02 09:42:00-04:00,41319.0,41323.0,41266.0,41303.0,1500
2025-05-02 09:45:00-04:00,41305.0,41331.0,41247.0,41256.0,1769
2025-05-02 09:48:00-04:00,41254.0,41263.0,41233.0,41244.0,1391
2025-05-02 09:51:00-04:00,41241.0,41248.0,41141.0,41184.0,2786
2025-05-02 09:54:00-04:00,41185.0,41233.0,41177.0,41181.0,1249
2025-05-02 09:57:00-04:00,41180.0,41215.0,41160.0,41202.0,1236
2025-05-02 10:00:00-04:00,41200.0,41240.0,41171.0,41231.0,1715
2025-05-02 10:03:00-04:00,41231.0,41261.0,41187.0,41224.0,1426
2025-05-02 10:06:00-04:00,41229.0,41241.0,41207.0,41234.0,716
2025-05-02 10:09:00-04:00,41235.0,41284.0,41233.0,41259.0,1345
2025-05-02 10:12:00-04:00,41259.0,41292.0,41235.0,41289.0,935
2025-05-02 10:15:00-04:00,41288.0,41338.0,41288.0,41327.0,1431
2025-05-02 10:18:00-04:00,41329.0,41331.0,41255.0,41276.0,1239
2025-05-02 10:21:00-04:00,41277.0,41303.0,41258.0,41298.0,882
2025-05-02 10:24:00-04:00,41299.0,41356.0,41285.0,41347.0,1164
2025-05-02 10:27:00-04:00,41346.0,41375.0,41330.0,41368.0,1076
2025-05-02 10:30:00-04:00,41369.0,41369.0,41334.0,41334.0,369
2025-05-05 09:24:00-04:00,41174.0,41174.0,41163.0,41163.0,126
