ts_event,open,high,low,close,volume
2025-04-30 09:20:00-04:00,40350.0,40374.0,40312.0,40370.0,1326
2025-04-30 09:30:00-04:00,40369.0,40371.0,40088.0,40094.0,9715
2025-04-30 09:40:00-04:00,40094.0,40115.0,39972.0,40049.0,5473
2025-04-30 09:50:00-04:00,40050.0,40052.0,39867.0,39891.0,5325
2025-04-30 10:00:00-04:00,39887.0,40031.0,39878.0,40010.0,6086
2025-04-30 10:10:00-04:00,40009.0,40099.0,39984.0,40092.0,4762
2025-04-30 10:20:00-04:00,40085.0,40193.0,40076.0,40185.0,4126
2025-04-30 10:30:00-04:00,40183.0,40222.0,40173.0,40212.0,801
2025-05-01 09:20:00-04:00,40997.0,41005.0,40961.0,40978.0,1053
2025-05-01 09:30:00-04:00,40980.0,41050.0,40880.0,40994.0,9167
2025-05-01 09:40:00-04:00,40993.0,41024.0,40962.0,41006.0,3893
2025-05-01 09:50:00-04:00,41007.0,41073.0,40888.0,40914.0,5137
2025-05-01 10:00:00-04:00,40947.0,41077.0,40922.0,41007.0,5678
2025-05-01 10:10:00-04:00,41002.0,41075.0,40966.0,41031.0,3762
2025-05-01 10:20:00-04:00,41033.0,41134.0,41029.0,41111.0,3045
2025-05-01 10:30:00-04:00,41111.0,41121.0,41080.0,41086.0,340
2025-05-02 09:20:00-04:00,41322.0,41324.0,41277.0,41282.0,832
2025-05-02 09:30:00-04:00,41285.0,41378.0,41263.0,41340.0,6187
2025-05-02 09:40:00-04:00,41340.0,41357.0,41233.0,41239.0,5061
2025-05-02 09:50:00-04:00,41237.0,41256.0,41141.0,41202.0,5722
2025-05-02 10:00:00-04:00,41200.0,41262.0,41171.0,41254.0,4149
2025-05-02 10:10:00-04:00,41254.0,41338.0,41235.0,41296.0,4022
2025-05-02 10:20:00-04:00,41295.0,41375.0,41255.0,41368.0,3758
2025-05-02 10:30:00-04:00,41369.0,41369.0,41334.0,41334.0,369
2025-05-05 09:20:00-04:00,41174.0,41206.0,41163.0,41190.0,665
2025-05-05 09:30:00-04:00,41189.0,41267.0,41148.0,41238.0,5798
2025-05-05 09:40:00-04:00,41238.0,41278.0,41202.0,41240.0,3475
2025-05-05 09:50:00-04:00,41244.0,41289.0,41174.0,41278.0,4017
2025-05-05 10:00:00-04:00,41281.0,41366.0,41266.0,41336.0,6017
2025-05-05 10:10:00-04:00,41333.0,41382.0,41310.0,41355.0,3367
2025-05-05 10:20:00-04:00,41358.0,41377.0,41322.0,41372.0,2089
2025-05-05 10:30:00-04:00,41372.0,41377.0,41352.0,41356.0,223
2025-05-06 09:20:00-04:00,40968.0,40972.0,40905.0,40945.0,1338
2025-05-06 09:30:00-04:00,40943.0,41068.0,40917.0,41030.0,7273
2025-05-06 09:40:00-04:00,41028.0,41038.0,40905.0,40907.0,5483
2025-05-06 09:50:00-04:00,40906.0,40940.0,40845.0,40927.0,4766
2025-05-06 10:00:00-04:00,40929.0,41010.0,40910.0,41010.0,3936
2025-05-06 10:10:00-04:00,41009.0,41114.0,41000.0,41112.0,4175
2025-05-06 10:20:00-04:00,41113.0,41164.0,41113.0,41147.0,3947
2025-05-06 10:30:00-04:00,41146.0,41161.0,41138.0,41141.0,321
2025-05-07 09:20:00-04:00,41070.0,41081.0,41055.0,41072.0,583
2025-05-07 09:30:00-04:00,41077.0,41146.0,41042.0,41094.0,5920
2025-05-07 09:40:00-04:00,41095.0,41175.0,41062.0,41077.0,4537
2025-05-07 09:50:00-04:00,41078.0,41173.0,41068.0,41161.0,3486
2025-05-07 10:00:00-04:00,41164.0,41172.0,41137.0,41151.0,2002
2025-05-07 10:10:00-04:00,41150.0,41161.0,41097.0,41145.0,2179
2025-05-07 10:20:00-04:00,41144.0,41168.0,41104.0,41154.0,1578
2025-05-07 10:30:00-04:00,41154.0,41163.0,41153.0,41162.0,88
2025-05-08 09:20:00-04:00,41425.0,41430.0,41388.0,41388.0,800
2025-05-08 09:30:00-04:00,41389.0,41473.0,41382.0,41392.0,6173
2025-05-08 09:40:00-04:00,41392.0,41446.0,41336.0,41353.0,3688
2025-05-08 09:50:00-04:00,41354.0,41404.0,41332.0,41382.0,3181
2025-05-08 10:00:00-04:00,41383.0,41436.0,41323.0,41339.0,4397
2025-05-08 10:10:00-04:00,41337.0,41341.0,41254.0,41336.0,4369
2025-05-08 10:20:00-04:00,41339.0,41429.0,41330.0,41421.0,3757
2025-05-08 10:30:00-04:00,41422.0,41440.0,41420.0,41436.0,419
2025-05-09 09:20:00-04:00,41571.0,41572.0,41509.0,41523.0,908
2025-05-09 09:30:00-04:00,41523.0,41594.0,41519.0,41541.0,5175
2025-05-09 09:40:00-04:00,41541.0,41550.0,41474.0,41492.0,3961
2025-05-09 09:50:00-04:00,41493.0,41552.0,41460.0,41542.0,3793
2025-05-09 10:00:00-04:00,41542.0,41575.0,41510.0,41566.0,2705
2025-05-09 10:10:00-04:00,41566.0,41571.0,41470.0,41472.0,2596
2025-05-09 10:20:00-04:00,41470.0,41481.0,41358.0,41401.0,4691
2025-05-09 10:30:00-04:00,41400.0,41409.0,41388.0,41401.0,461
2025-05-12 09:20:00-04:00,42382.0,42411.0,42353.0,42371.0,1396
2025-05-12 09:30:00-04:00,42372.0,42442.0,42284.0,42386.0,9521
2025-05-12 09:40:00-04:00,42384.0,42415.0,42316.0,42355.0,5037
2025-05-12 09:50:00-04:00,42356.0,42435.0,42306.0,42330.0,4233
2025-05-12 10:00:00-04:00,42333.0,42377.0,42315.0,42324.0,2596
2025-05-12 10:10:00-04:00,42323.0,42401.0,42315.0,42359.0,2746
2025-05-12 10:20:00-04:00,42360.0,42367.0,42246.0,42267.0,5011
2025-05-12 10:30:00-04:00,42267.0,42268.0,42219.0,42226.0,772
2025-05-13 09:20:00-04:00,42327.0,42335.0,42298.0,42335.0,939
2025-05-13 09:30:00-04:00,42335.0,42360.0,42273.0,42357.0,7837
2025-05-13 09:40:00-04:00,42357.0,42390.0,42297.0,42306.0,4065
2025-05-13 09:50:00-04:00,42307.0,42369.0,42287.0,42351.0,2986
2025-05-13 10:00:00-04:00,42353.0,42369.0,42311.0,42344.0,2905
2025-05-13 10:10:00-04:00,42346.0,42471.0,42342.0,42400.0,5252
2025-05-13 10:20:00-04:00,42401.0,42436.0,42366.0,42369.0,3067
2025-05-13 10:30:00-04:00,42370.0,42379.0,42353.0,42376.0,393
2025-05-14 09:20:00-04:00,42293.0,42300.0,42273.0,42275.0,749
2025-05-14 09:30:00-04:00,42276.0,42340.0,42264.0,42286.0,5845
2025-05-14 09:40:00-04:00,42288.0,42304.0,42202.0,42223.0,4005
2025-05-14 09:50:00-04:00,42222.0,42274.0,42193.0,42270.0,3254
2025-05-14 10:00:00-04:00,42271.0,42304.0,42233.0,42260.0,3368
2025-05-14 10:10:00-04:00,42259.0,42295.0,42212.0,42277.0,2628
2025-05-14 10:20:00-04:00,42279.0,42317.0,42273.0,42297.0,1691
2025-05-14 10:30:00-04:00,42297.0,42315.0,42293.0,42307.0,285
