entry_time,direction,entry_price,sl,tp,exit_time,exit_price,outcome,R_multiple,date,timeframe,strategy_type
2025-06-10 09:50:00-04:00,short,42779.0,42992.895,42351.21000000001,2025-06-10 10:00:00-04:00,42794.0,Partial Win/Loss (Session End),-0.07012786647654327,2025-06-10,5m,Reversal
2025-06-11 09:40:00-04:00,long,42865.0,42650.675,43293.649999999994,2025-06-11 10:00:00-04:00,42950.0,Partial Win/Loss (Session End),0.3965939577744134,2025-06-11,5m,Reversal
2025-06-12 09:40:00-04:00,long,42690.0,42476.55,43116.899999999994,2025-06-12 10:00:00-04:00,42769.0,Partial Win/Loss (Session End),0.3701100960412325,2025-06-12,5m,Reversal
2025-06-13 09:45:00-04:00,short,42490.0,42702.45,42065.100000000006,2025-06-13 10:00:00-04:00,42375.0,Partial Win/Loss (Session End),0.5413038361967596,2025-06-13,5m,Reversal
2025-06-17 09:45:00-04:00,long,42411.0,42198.945,42835.11,2025-06-17 10:00:00-04:00,42429.0,Partial Win/Loss (Session End),0.08488363867864457,2025-06-17,5m,Reversal
2025-06-18 09:50:00-04:00,long,42293.0,42081.534999999996,42715.93000000001,2025-06-18 10:00:00-04:00,42352.0,Partial Win/Loss (Session End),0.27900598207740734,2025-06-18,5m,Reversal
2025-06-19 09:40:00-04:00,short,41877.0,42086.384999999995,41562.92250000001,2025-06-19 10:00:00-04:00,41833.0,Partial Win/Loss (Session End),0.21013921723142107,2025-06-19,5m,Momentum
2025-06-19 09:55:00-04:00,long,41796.0,41587.02,42213.96000000001,2025-06-19 10:00:00-04:00,41833.0,Partial Win/Loss (Session End),0.17705043544836555,2025-06-19,5m,Reversal
2025-04-30 09:50:00-04:00,short,40050.0,40250.24999999999,39749.625000000015,2025-04-30 10:00:00-04:00,40010.0,Partial Win/Loss (Session End),0.19975031210986993,2025-04-30,10m,Momentum
2025-05-01 09:50:00-04:00,long,41007.0,40801.965,41314.552500000005,2025-05-01 10:00:00-04:00,41007.0,Partial Win/Loss (Session End),0.0,2025-05-01,10m,Momentum
2025-05-02 09:50:00-04:00,short,41237.0,41443.185,40824.630000000005,2025-05-02 10:00:00-04:00,41254.0,Partial Win/Loss (Session End),-0.08245022673812447,2025-05-02,10m,Reversal
2025-05-05 09:50:00-04:00,long,41244.0,41037.78,41553.33,2025-05-05 10:00:00-04:00,41336.0,Partial Win/Loss (Session End),0.44612549704199145,2025-05-05,10m,Momentum
2025-05-06 10:00:00-04:00,long,40929.0,40724.355,41338.28999999999,2025-05-06 10:00:00-04:00,40929.0,Partial Win/Loss (Session End),0.0,2025-05-06,10m,Reversal
2025-05-09 10:00:00-04:00,long,41542.0,41334.29,41957.42,2025-05-09 10:00:00-04:00,41542.0,Partial Win/Loss (Session End),0.0,2025-05-09,10m,Reversal
2025-05-12 09:50:00-04:00,short,42356.0,42567.78,41932.44,2025-05-12 10:00:00-04:00,42324.0,Partial Win/Loss (Session End),0.15110019831901111,2025-05-12,10m,Reversal
2025-05-15 09:50:00-04:00,long,41956.0,41746.22,42270.67,2025-05-15 10:00:00-04:00,42007.0,Partial Win/Loss (Session End),0.24311183144246487,2025-05-15,10m,Momentum
2025-05-16 09:50:00-04:00,short,42374.0,42585.869999999995,42056.19500000001,2025-05-16 10:00:00-04:00,42432.0,Partial Win/Loss (Session End),-0.2737527729268007,2025-05-16,10m,Momentum
2025-05-19 09:50:00-04:00,long,42652.0,42438.74,42971.89,2025-05-19 10:00:00-04:00,42735.0,Partial Win/Loss (Session End),0.3891962862233856,2025-05-19,10m,Momentum
2025-05-21 09:50:00-04:00,short,42421.0,42633.104999999996,41996.79000000001,2025-05-21 10:00:00-04:00,42474.0,Partial Win/Loss (Session End),-0.24987624054124616,2025-05-21,10m,Reversal
2025-05-22 10:00:00-04:00,long,41954.0,41744.23,42373.53999999999,2025-05-22 10:00:00-04:00,41954.0,Partial Win/Loss (Session End),0.0,2025-05-22,10m,Reversal
2025-05-23 09:50:00-04:00,long,41544.0,41336.28,41855.58,2025-05-23 10:00:00-04:00,41601.0,Partial Win/Loss (Session End),0.27440785673021223,2025-05-23,10m,Momentum
2025-05-26 09:50:00-04:00,short,42145.0,42355.725,41723.55,2025-05-26 10:00:00-04:00,42091.0,Partial Win/Loss (Session End),0.2562581563649324,2025-05-26,10m,Reversal
2025-05-27 09:50:00-04:00,long,42035.0,41824.825,42455.350000000006,2025-05-27 10:00:00-04:00,42062.0,Partial Win/Loss (Session End),0.1284643749256554,2025-05-27,10m,Reversal
2025-05-28 09:50:00-04:00,short,42453.0,42665.26499999999,42028.470000000016,2025-05-28 10:00:00-04:00,42379.0,Partial Win/Loss (Session End),0.34862082773892417,2025-05-28,10m,Reversal
2025-05-29 09:50:00-04:00,short,42188.0,42398.939999999995,41871.59000000001,2025-05-29 10:00:00-04:00,42128.0,Partial Win/Loss (Session End),0.2844410732909899,2025-05-29,10m,Momentum
2025-05-30 09:50:00-04:00,long,42189.0,41978.055,42610.89,2025-05-30 10:00:00-04:00,42299.0,Partial Win/Loss (Session End),0.5214629405769283,2025-05-30,10m,Reversal
2025-06-02 09:50:00-04:00,short,42124.0,42334.619999999995,41702.76000000001,2025-06-02 10:00:00-04:00,42012.0,Partial Win/Loss (Session End),0.5317633653024522,2025-06-02,10m,Reversal
2025-06-03 09:50:00-04:00,short,42377.0,42588.884999999995,41953.23000000001,2025-06-03 10:00:00-04:00,42299.0,Partial Win/Loss (Session End),0.3681242183259878,2025-06-03,10m,Reversal
2025-06-04 09:50:00-04:00,long,42672.0,42458.64,42992.04,2025-06-04 10:00:00-04:00,42594.0,Partial Win/Loss (Session End),-0.3655793025871756,2025-06-04,10m,Momentum
2025-06-05 09:50:00-04:00,short,42408.0,42620.03999999999,42089.94000000001,2025-06-05 10:00:00-04:00,42336.0,Partial Win/Loss (Session End),0.33955857385400007,2025-06-05,10m,Momentum
2025-06-06 09:50:00-04:00,long,42926.0,42711.37,43247.94499999999,2025-06-06 10:00:00-04:00,42920.0,Partial Win/Loss (Session End),-0.027955085495970148,2025-06-06,10m,Momentum
2025-06-09 09:50:00-04:00,short,42736.0,42949.67999999999,42415.48000000001,2025-06-09 10:00:00-04:00,42664.0,Partial Win/Loss (Session End),0.3369524522650803,2025-06-09,10m,Momentum
2025-06-11 09:50:00-04:00,long,42919.0,42704.405,43348.19,2025-06-11 10:00:00-04:00,42971.0,Partial Win/Loss (Session End),0.24231692257508197,2025-06-11,10m,Reversal
2025-06-12 09:50:00-04:00,long,42714.0,42500.43,43141.14,2025-06-12 10:00:00-04:00,42789.0,Partial Win/Loss (Session End),0.35117291754459945,2025-06-12,10m,Reversal
2025-06-13 09:50:00-04:00,short,42401.0,42613.005,42082.99250000001,2025-06-13 10:00:00-04:00,42374.0,Partial Win/Loss (Session End),0.12735548689889548,2025-06-13,10m,Momentum
2025-06-16 09:50:00-04:00,long,42592.0,42379.04,42911.44,2025-06-16 10:00:00-04:00,42654.0,Partial Win/Loss (Session End),0.2911344853493626,2025-06-16,10m,Momentum
2025-06-17 09:50:00-04:00,long,42401.0,42188.995,42719.00749999999,2025-06-17 10:00:00-04:00,42465.0,Partial Win/Loss (Session End),0.3018796726492337,2025-06-17,10m,Momentum
2025-06-18 10:00:00-04:00,long,42334.0,42122.33,42757.34,2025-06-18 10:00:00-04:00,42334.0,Partial Win/Loss (Session End),0.0,2025-06-18,10m,Reversal
2025-06-19 09:50:00-04:00,short,41784.0,41992.92,41470.62,2025-06-19 10:00:00-04:00,41839.0,Partial Win/Loss (Session End),-0.2632586636032953,2025-06-19,10m,Momentum
2025-06-19 10:00:00-04:00,long,41829.0,41619.855,42247.28999999999,2025-06-19 10:00:00-04:00,41829.0,Partial Win/Loss (Session End),0.0,2025-06-19,10m,Reversal
2025-04-30 10:00:00-04:00,short,39887.0,40086.435,39587.8475,2025-04-30 10:00:00-04:00,39887.0,Partial Win/Loss (Session End),0.0,2025-04-30,15m,Momentum
2025-05-05 10:00:00-04:00,long,41281.0,41074.595,41590.6075,2025-05-05 10:00:00-04:00,41281.0,Partial Win/Loss (Session End),0.0,2025-05-05,15m,Momentum
2025-05-13 10:00:00-04:00,long,42353.0,42141.235,42670.6475,2025-05-13 10:00:00-04:00,42353.0,Partial Win/Loss (Session End),0.0,2025-05-13,15m,Momentum
2025-05-19 10:00:00-04:00,long,42681.0,42467.595,43001.1075,2025-05-19 10:00:00-04:00,42681.0,Partial Win/Loss (Session End),0.0,2025-05-19,15m,Momentum
2025-05-21 10:00:00-04:00,long,42416.0,42203.92,42734.12,2025-05-21 10:00:00-04:00,42416.0,Partial Win/Loss (Session End),0.0,2025-05-21,15m,Momentum
2025-05-22 10:00:00-04:00,long,41954.0,41744.23,42268.655,2025-05-22 10:00:00-04:00,41954.0,Partial Win/Loss (Session End),0.0,2025-05-22,15m,Momentum
2025-05-27 10:00:00-04:00,short,42043.0,42253.215,41727.677500000005,2025-05-27 10:00:00-04:00,42043.0,Partial Win/Loss (Session End),0.0,2025-05-27,15m,Momentum
2025-06-04 10:00:00-04:00,long,42559.0,42346.205,42878.1925,2025-06-04 10:00:00-04:00,42559.0,Partial Win/Loss (Session End),0.0,2025-06-04,15m,Momentum
2025-06-05 10:00:00-04:00,short,42319.0,42530.594999999994,42001.60750000001,2025-06-05 10:00:00-04:00,42319.0,Partial Win/Loss (Session End),0.0,2025-06-05,15m,Momentum
2025-06-09 10:00:00-04:00,short,42683.0,42896.41499999999,42362.87750000001,2025-06-09 10:00:00-04:00,42683.0,Partial Win/Loss (Session End),0.0,2025-06-09,15m,Momentum
2025-06-13 10:00:00-04:00,short,42360.0,42571.799999999996,42042.3,2025-06-13 10:00:00-04:00,42360.0,Partial Win/Loss (Session End),0.0,2025-06-13,15m,Momentum
2025-06-16 10:00:00-04:00,long,42642.0,42428.79,42961.815,2025-06-16 10:00:00-04:00,42642.0,Partial Win/Loss (Session End),0.0,2025-06-16,15m,Momentum
2025-06-17 10:00:00-04:00,long,42432.0,42219.84,42750.240000000005,2025-06-17 10:00:00-04:00,42432.0,Partial Win/Loss (Session End),0.0,2025-06-17,15m,Momentum
2025-06-19 10:00:00-04:00,short,41829.0,42038.145,41515.2825,2025-06-19 10:00:00-04:00,41829.0,Partial Win/Loss (Session End),0.0,2025-06-19,15m,Momentum
